event_date,actor1,assoc_actor_1,actor2,assoc_actor_2,fatalities,interaction,admin1,admin2,latitude,longitude,notes,fatality_points,fatality_points_2,notes_wrapped,year,latitude_jitter,longitude_jitter
2016-03-03,Rioters (Israel),Settlers (Israel),Civilians (Palestine),N/A,0.0,Rioters-Civilians,West Bank,Nablus,32.1784,35.2157,Dozens of Israeli settlers from Yitzhar settlement raided the village of Asira al Qibliya smashing the windshield of the car before Israeli forces came to evacuate the area on Mar 3. No injuries were reported among the passengers of the vehicle.,2.0,0.5,Dozens of Israeli settlers from Yitzhar<br>settlement raided the village of Asira<br>al Qibliya smashing the windshield of<br>the car before Israeli forces came to<br>evacuate the area on Mar 3. No injuries<br>were reported among the passengers of<br>the vehicle.,2016,32.182976556343284,35.22095420002721
2016-03-09,Settlers (Israel),N/A,Civilians (Palestine),N/A,0.0,Political militia-Civilians,West Bank,Salfit,32.109,35.1059,"An Israeli settler stabbed a Palestinian man in Barqan settlement east of Salfit city, injuring the Palestinian man on Mar 9.",2.0,0.5,"An Israeli settler stabbed a Palestinian<br>man in Barqan settlement east of Salfit<br>city, injuring the Palestinian man on<br>Mar 9.",2016,32.11042933883344,35.105199292656295
2016-03-09,Unidentified Armed Group (Palestine),N/A,Civilians (Israel),Settlers (Israel),0.0,Political militia-Civilians,West Bank,Al Quds,31.8162,35.1956,"On 9 March 2016, an unidentified armed group opened fire at an Israeli settler bus at Al Quds - Ramot junction in Al Quds - Ramot (Jerusalem, Israel), injuring one civilian.",2.0,0.5,"On 9 March 2016, an unidentified armed<br>group opened fire at an Israeli settler<br>bus at Al Quds - Ramot junction in Al<br>Quds - Ramot (Jerusalem, Israel),<br>injuring one civilian.",2016,31.81610955716078,35.19129812771165
2016-03-10,Rioters (Israel),Settlers (Israel),Civilians (Palestine),N/A,0.0,Rioters-Civilians,West Bank,Bethlehem,31.6365,35.2145,Israeli settlers on March 10 threw stones and spray painted hateful slogans and death threats on the walls in the village of Shushahla south of Bethlehem near Tuqu. Settlers also set fire to a house in the village. Not clear if anyone was in the house at the time.,2.0,0.5,Israeli settlers on March 10 threw<br>stones and spray painted hateful slogans<br>and death threats on the walls in the<br>village of Shushahla south of Bethlehem<br>near Tuqu. Settlers also set fire to a<br>house in the village. Not clear if<br>anyone was in the house at the time.,2016,31.635456429265243,35.21238418141256
2016-03-11,Rioters (Palestine),N/A,Civilians (Israel),Settlers (Israel),0.0,Rioters-Civilians,West Bank,Hebron,31.5294,35.0938,"On 11 March 2016, unidentified Palestinian rioters threw a crude explosive device at an Israeli settler vehicle on the road connecting Othniel and Beit Hagai settlement in southern Hebron (Hebron, West Bank). No casualties were reported, and the vehicle was slightly damaged.",2.0,0.5,"On 11 March 2016, unidentified<br>Palestinian rioters threw a crude<br>explosive device at an Israeli settler<br>vehicle on the road connecting Othniel<br>and Beit Hagai settlement in southern<br>Hebron (Hebron, West Bank). No<br>casualties were reported, and the<br>vehicle was slightly damaged.",2016,31.527693768236507,35.101640439034504
2016-03-13,Rioters (Israel),Settlers (Israel),N/A,N/A,0.0,Rioters only,West Bank,Al Quds,31.7834,35.2339,A group of Israeli settlers spray painted racist slogans and death threats around Al Maliha in Jerusalem on Sunday (March 13) in a price tag attack.,2.0,0.5,A group of Israeli settlers spray<br>painted racist slogans and death threats<br>around Al Maliha in Jerusalem on Sunday<br>(March 13) in a price tag attack.,2016,31.783944432037163,35.23042472648551
2016-03-14,Hamas Movement,N/A,Civilians (Israel),Settlers (Israel),0.0,Political militia-Civilians,West Bank,Hebron,31.5283,35.1189,"On 14 March 2016, two Palestinians, one of whom was later identified as a Hamas member, opened fire at Israeli pedestrians waiting at a bus stop in Kiryat Arba on March 14.",2.0,0.5,"On 14 March 2016, two Palestinians, one<br>of whom was later identified as a Hamas<br>member, opened fire at Israeli<br>pedestrians waiting at a bus stop in<br>Kiryat Arba on March 14.",2016,31.530416696679357,35.11742633943869
2016-03-15,Protesters (Israel),Settlers (Israel),N/A,N/A,0.0,Protesters only,West Bank,Hebron,31.65,35.1167,Settlers on March 15 marched along an area of road between Karmei Zur and Gush Etzion where there have been many attacks in the last 5 months to try to compel the government to close the road to Palestinian travel.,2.0,0.5,Settlers on March 15 marched along an<br>area of road between Karmei Zur and Gush<br>Etzion where there have been many<br>attacks in the last 5 months to try to<br>compel the government to close the road<br>to Palestinian travel.,2016,31.65525078519723,35.11114690867896
2016-03-19,Rioters (Palestine),N/A,Civilians (Israel),Settlers (Israel),0.0,Rioters-Civilians,West Bank,Al Quds,31.793,35.2449,"On 19 March 2016, Palestinian rioters attacked Beit Orot Yeshiva with Molotov cocktails near Al Quds - Mount Scopus area (Al Quds, Israel). Only property damage was reported.",2.0,0.5,"On 19 March 2016, Palestinian rioters<br>attacked Beit Orot Yeshiva with Molotov<br>cocktails near Al Quds - Mount Scopus<br>area (Al Quds, Israel). Only property<br>damage was reported.",2016,31.796511879467737,35.24609617062607
2016-04-01,Rioters (Palestine),N/A,Military Forces of Israel (2009-2021),Settlers (Israel),0.0,Rioters-External/Other forces,West Bank,Ramallah and Al Bireh,32.0164,35.124,"Clashes between Military Forces of Israel and Palestinians erupted on Friday 1st of April, in two Palestinian villages. In Bil'in village, west of Ramallah, and in Nabi Saleh village, Israli forces used tear gas to disperse demonstrators on the the fortieth anniversary of the Palestinian Land Day. In Nabi Saleh, the Army was allegedly backed by settlers.",2.0,0.5,"Clashes between Military Forces of<br>Israel and Palestinians erupted on<br>Friday 1st of April, in two Palestinian<br>villages. In Bil'in village, west of<br>Ramallah, and in Nabi Saleh village,<br>Israli forces used tear gas to disperse<br>demonstrators on the the fortieth<br>anniversary of the Palestinian Land Day.<br>In Nabi Saleh, the Army was allegedly<br>backed by settlers.",2016,32.01589118791722,35.12701574875509
2016-04-04,Rioters (Israel),Settlers (Israel),Civilians (Palestine),N/A,0.0,Rioters-Civilians,West Bank,Nablus,32.2211,35.2544,"Monday 4th of April 2016, Israeli settlers hurled stones at Palestinians' vehicles traveling on the Ramallah-Nablus main road, breaking the windshield of one vehicle and disturbing families. Neither injuries nor fatalities were reported.",2.0,0.5,"Monday 4th of April 2016, Israeli<br>settlers hurled stones at Palestinians'<br>vehicles traveling on the Ramallah-<br>Nablus main road, breaking the<br>windshield of one vehicle and disturbing<br>families. Neither injuries nor<br>fatalities were reported.",2016,32.22152213690865,35.25783584826793
2016-04-06,Settlers (Israel),N/A,Civilians (Palestine),N/A,0.0,Political militia-Civilians,West Bank,Hebron,31.5301,35.133,"On 6 April 2016, an Israeli settler ran over a Palestinian civilian in the Jabal Jalis area of Southern Hebron, West Bank. The victim suffered moderate injuries in the attack.",2.0,0.5,"On 6 April 2016, an Israeli settler ran<br>over a Palestinian civilian in the Jabal<br>Jalis area of Southern Hebron, West<br>Bank. The victim suffered moderate<br>injuries in the attack.",2016,31.522972911271175,35.13157925274222
2016-04-12,Military Forces of Israel (2009-2021),Settlers (Israel),Civilians (Palestine),N/A,0.0,External/Other forces-Civilians,West Bank,Al Quds,31.7767,35.2342,"Tuesday 12th of April 2016, an Isreali settler escorted by Israeli forces assaulted a child in Sahleha neighborhood, in the old city of Al Quds.",2.0,0.5,"Tuesday 12th of April 2016, an Isreali<br>settler escorted by Israeli forces<br>assaulted a child in Sahleha<br>neighborhood, in the old city of Al<br>Quds.",2016,31.768195053303927,35.23525477905809
2016-04-13,Settlers (Israel),N/A,Civilians (Palestine),N/A,0.0,Political militia-Civilians,West Bank,Al Quds,31.7834,35.2339,"Wednesday 13th of April 2016, a group of Israeli settlers attacked a Palestinian bus driver near the central bus station, West of Jerusalem, causing the driver various injuries and bruises throughout his body.",2.0,0.5,"Wednesday 13th of April 2016, a group of<br>Israeli settlers attacked a Palestinian<br>bus driver near the central bus station,<br>West of Jerusalem, causing the driver<br>various injuries and bruises throughout<br>his body.",2016,31.779622305681844,35.238748014938466
2016-04-21,Settlers (Israel),N/A,Civilians (Palestine),N/A,0.0,Political militia-Civilians,West Bank,Hebron,31.5294,35.0938,"On 21 April 2016, a Palestinian teen was run over by an Israeli settler near the Ibrihimi Mosque in Hebron, West Bank. The perpetrator was not identified and the victim was treated for moderate injuries.",2.0,0.5,"On 21 April 2016, a Palestinian teen was<br>run over by an Israeli settler near the<br>Ibrihimi Mosque in Hebron, West Bank.<br>The perpetrator was not identified and<br>the victim was treated for moderate<br>injuries.",2016,31.52360514272609,35.092185724692364
2016-04-22,Rioters (Palestine),Settlers (Israel),Civilians (Palestine),N/A,0.0,Rioters-Civilians,West Bank,Qalqilya,32.1897,34.9706,"Friday 22nd of April 2016, Israeli settlers threw stones at a Palestinian bus, shattering the bus's window, and causing panic among children who were riding the bus near Qalqiliya. Neither injuries nor fatalities were reported.",2.0,0.5,"Friday 22nd of April 2016, Israeli<br>settlers threw stones at a Palestinian<br>bus, shattering the bus's window, and<br>causing panic among children who were<br>riding the bus near Qalqiliya. Neither<br>injuries nor fatalities were reported.",2016,32.18631121420402,34.97420684115262
2016-05-10,Settlers (Israel),N/A,Civilians (Palestine),N/A,0.0,Political militia-Civilians,West Bank,Nablus,32.125,35.3455,"Looting: on Tuesday, May 10, a group of Israeli settlers broke into the village of Aqraba, south of Nablus in the West Bank and stole three sheep belonging to a Palestinian shepherd. No causalities were reported.",2.0,0.5,"Looting: on Tuesday, May 10, a group of<br>Israeli settlers broke into the village<br>of Aqraba, south of Nablus in the West<br>Bank and stole three sheep belonging to<br>a Palestinian shepherd. No causalities<br>were reported.",2016,32.12432018083516,35.344830551439756
2016-05-14,Settlers (Israel),N/A,Civilians (Palestine),Women (Palestine),0.0,Political militia-Civilians,West Bank,Hebron,31.5294,35.0938,"On Saturday, May 14 some settlers stormed a Palestinian house in Tal Rumeida neighbourhood in the southern West Bank city of Hebron. A woman and her child were injured during the attack.",2.0,0.5,"On Saturday, May 14 some settlers<br>stormed a Palestinian house in Tal<br>Rumeida neighbourhood in the southern<br>West Bank city of Hebron. A woman and<br>her child were injured during the<br>attack.",2016,31.525531813091277,35.0918212206345
2016-05-18,Settlers (Israel),N/A,Civilians (Palestine),N/A,0.0,Political militia-Civilians,West Bank,Hebron,31.5294,35.0938,"Israeli settlers assaulted a Palestinian minor (16) in central Hebron on Wednesday May 18, 2016. The minor was detained in the aftermath of the attack for attempting to defend himself.",2.0,0.5,"Israeli settlers assaulted a Palestinian<br>minor (16) in central Hebron on<br>Wednesday May 18, 2016. The minor was<br>detained in the aftermath of the attack<br>for attempting to defend himself.",2016,31.527141326761505,35.08984903244965
2016-05-21,Unidentified Armed Group (Palestine),N/A,Civilians (Israel),Settlers (Israel),0.0,Political militia-Civilians,West Bank,Bethlehem,31.6365,35.2145,"On 21 May 2016, unknown Palestinian gunmen opened fire at an Israeli settler bus near Tuqu village (Bethlehem). No injuries occurred.",2.0,0.5,"On 21 May 2016, unknown Palestinian<br>gunmen opened fire at an Israeli settler<br>bus near Tuqu village (Bethlehem). No<br>injuries occurred.",2016,31.639736318610176,35.21926859676019
2016-05-25,Settlers (Israel),N/A,Civilians (Palestine),N/A,0.0,Political militia-Civilians,West Bank,Bethlehem,31.7093,35.1348,"On Wednesday May 25, an Israeli settler purposely ran over a Palestinian four-year-old child who sustained several injuries and contusions in Husan town west of Bethlehem.",2.0,0.5,"On Wednesday May 25, an Israeli settler<br>purposely ran over a Palestinian four-<br>year-old child who sustained several<br>injuries and contusions in Husan town<br>west of Bethlehem.",2016,31.715214164307227,35.13794375154949
2016-06-06,Unidentified Armed Group (Palestine),N/A,Settlers (Israel),N/A,0.0,Political militia-Political militia,West Bank,Ramallah and Al Bireh,32.0086,35.1288,"Around 6 June 2016, between June 6th and 7th, a Palestinian gunmen shot two Israeli vehicles traveling on Route 465, near Halamish in the West Bank. No injuries were reported according to what stated by the IDF. Ma'an News Agency reported that the settler fired back.",2.0,0.5,"Around 6 June 2016, between June 6th and<br>7th, a Palestinian gunmen shot two<br>Israeli vehicles traveling on Route 465,<br>near Halamish in the West Bank. No<br>injuries were reported according to what<br>stated by the IDF. Ma'an News Agency<br>reported that the settler fired back.",2016,32.009774313498674,35.12746447983056
2016-06-10,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Nablus,32.1023,35.3148,"On 10 June 2016, an Israeli settler ran over a flock of sheep owned by a Palestinian shepherd near the Az Zubaydat village (Nablus, West Bank), killing 25 of them.",2.0,0.5,"On 10 June 2016, an Israeli settler ran<br>over a flock of sheep owned by a<br>Palestinian shepherd near the Az<br>Zubaydat village (Nablus, West Bank),<br>killing 25 of them.",2016,32.110037348536494,35.31092491208222
2016-06-13,Rioters (Israel),Settlers (Israel),Police Forces of Palestine (1994-) West Bank,N/A,0.0,State forces-Rioters,West Bank,Nablus,32.1667,35.2333,"In the night of Monday 13, some Settlers attacked two Palestinian Security guards who were traveling through the northern West Bank. The attacked occurred near the Yitzhar settlement, were the local community is known for having a history of violence toward both Palestinian and Israeli Security Forces. The sustained moderate injuries.",2.0,0.5,"In the night of Monday 13, some Settlers<br>attacked two Palestinian Security guards<br>who were traveling through the northern<br>West Bank. The attacked occurred near<br>the Yitzhar settlement, were the local<br>community is known for having a history<br>of violence toward both Palestinian and<br>Israeli Security Forces. The sustained<br>moderate injuries.",2016,32.16841829714991,35.22994838504232
2016-06-13,Military Forces of Israel (2009-2021),N/A,Rioters (Israel),Settlers (Israel),0.0,Rioters-External/Other forces,West Bank,Ramallah and Al Bireh,31.9114,35.2489,Clashes erupted between Settlers of the Givat Gal settlement near the city of Hebron in the West Bank and the Security Forces when an illegally built structure in the community was demolished by representatives from the Defence Ministry on Tuesday June 13.,2.0,0.5,Clashes erupted between Settlers of the<br>Givat Gal settlement near the city of<br>Hebron in the West Bank and the Security<br>Forces when an illegally built structure<br>in the community was demolished by<br>representatives from the Defence<br>Ministry on Tuesday June 13.,2016,31.911234848201605,35.24122557962143
2016-06-16,Settlers (Israel),Military Forces of Israel (2009-2021),Civilians (Palestine),Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Nablus,32.2512,35.2672,"Land Seizure: Hundreds of Israeli settlers entered the area of Asira al-Shamaliya north of Nablus city in the northern West Bank, on June 16. They expelled Palestinian shepherds and farmers who were working the area. Israeli settlers occupied raided the are with the pretext that Jewish altar is located in the area making it a prayer site.",2.0,0.5,"Land Seizure: Hundreds of Israeli<br>settlers entered the area of Asira al-<br>Shamaliya north of Nablus city in the<br>northern West Bank, on June 16. They<br>expelled Palestinian shepherds and<br>farmers who were working the area.<br>Israeli settlers occupied raided the are<br>with the pretext that Jewish altar is<br>located in the area making it a prayer<br>site.",2016,32.25066719937753,35.26596358544509
2016-06-17,Rioters (Israel),Settlers (Israel),Civilians (Palestine),N/A,0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,31.9167,35.2333,"On 17 June 2016, Israeli settler rioters threw rocks at passing Palestinian vehicles near Ofra settlement, causing damages to 5 Palestinian vehicles with no injuries.",2.0,0.5,"On 17 June 2016, Israeli settler rioters<br>threw rocks at passing Palestinian<br>vehicles near Ofra settlement, causing<br>damages to 5 Palestinian vehicles with<br>no injuries.",2016,31.908509587640232,35.229168314822196
2016-06-17,Rioters (Palestine),N/A,Civilians (Israel),Settlers (Israel),0.0,Rioters-Civilians,West Bank,Al Quds,31.7543,35.2312,"Overnight on Friday June 17 2016, four firebombs were thrown against a house in Jerusalem's Armon Hanatziv neighbourhood likely by Palestinian rioters. Damage was inflicted but no causalities have been reported. No reports of whether anyone was home at the time of the attack.",2.0,0.5,"Overnight on Friday June 17 2016, four<br>firebombs were thrown against a house in<br>Jerusalem's Armon Hanatziv neighbourhood<br>likely by Palestinian rioters. Damage<br>was inflicted but no causalities have<br>been reported. No reports of whether<br>anyone was home at the time of the<br>attack.",2016,31.745495241578134,35.22678625351093
2016-06-23,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Nablus,32.1018,35.2894,"On 23 June 2016, Israeli settlers burned many agricultural fields near the Qabalan junction (Nablus, West Bank).",2.0,0.5,"On 23 June 2016, Israeli settlers burned<br>many agricultural fields near the<br>Qabalan junction (Nablus, West Bank).",2016,32.0909187460557,35.291414557482405
2016-06-29,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Bethlehem,31.7071,35.1041,"On 29 June 2016, settlers raided Palestinian lands in the village of Wadi Fukin in the central West Bank in the district of Bethlehem. They destroyed two greenhouses and teared up plants belonging to Palestinian owners.",2.0,0.5,"On 29 June 2016, settlers raided<br>Palestinian lands in the village of Wadi<br>Fukin in the central West Bank in the<br>district of Bethlehem. They destroyed<br>two greenhouses and teared up plants<br>belonging to Palestinian owners.",2016,31.708197795724022,35.103602697803076
2016-07-01,Unidentified Armed Group (Palestine),N/A,Civilians (Israel),Settlers (Israel),1.0,Political militia-Civilians,West Bank,Hebron,31.5078,35.0293,"On 1 July 2016, a Palestinian opened fire on an settler's car in Dura to the south of Hebron. A man was killed, and three family members were wounded.",3.0,1.5,"On 1 July 2016, a Palestinian opened<br>fire on an settler's car in Dura to the<br>south of Hebron. A man was killed, and<br>three family members were wounded.",2016,31.514145512684223,35.01097301257848
2016-07-14,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Women (Palestine),0.0,Rioters-Civilians,West Bank,Salfit,32.1591,35.1064,"Thursday 14th of July 2016, a Palestinian woman was injured when settlers started rock-throwing at vehicles passing by Wadi Qana.",2.0,0.5,"Thursday 14th of July 2016, a<br>Palestinian woman was injured when<br>settlers started rock-throwing at<br>vehicles passing by Wadi Qana.",2016,32.15542697160214,35.09797190972862
2016-07-18,Settlers (Israel),N/A,Civilians (Palestine),N/A,0.0,Political militia-Civilians,West Bank,Hebron,31.4459,35.0944,"Monday 18th of July 2016, an Israeli settler allegedly rammed his car into Palestinian boy in Yuta town, south of Hebron city. This was reported as an intentional attack, and the child was hospitalized.",2.0,0.5,"Monday 18th of July 2016, an Israeli<br>settler allegedly rammed his car into<br>Palestinian boy in Yuta town, south of<br>Hebron city. This was reported as an<br>intentional attack, and the child was<br>hospitalized.",2016,31.446567588031016,35.09844976542663
2016-07-20,Settlers (Israel),N/A,Civilians (Palestine),N/A,0.0,Political militia-Civilians,West Bank,Nablus,32.0563,35.3671,"On 20 July 2016, a group of Israeli settlers set fire to a house inhabited by Palestinians by throwing molotov cocktails. The family was able to evacuate and no fatalities were reported. The perpetrators were not identified.",2.0,0.5,"On 20 July 2016, a group of Israeli<br>settlers set fire to a house inhabited<br>by Palestinians by throwing molotov<br>cocktails. The family was able to<br>evacuate and no fatalities were<br>reported. The perpetrators were not<br>identified.",2016,32.060218656730825,35.36805647535705
2016-07-22,Unidentified Armed Group (Palestine),N/A,Civilians (Palestine),Settlers (Israel),0.0,Political militia-Civilians,West Bank,Bethlehem,31.6976,35.2289,"On 22 July 2016, unidentified gunmen who were believed to be Palestinians fired at a settler's vehicle in the Har Homa settlemet near the Beit Sahour area of Bethlehem, West Bank. The vehicle was damaged but there were no reported injuries.",2.0,0.5,"On 22 July 2016, unidentified gunmen who<br>were believed to be Palestinians fired<br>at a settler's vehicle in the Har Homa<br>settlemet near the Beit Sahour area of<br>Bethlehem, West Bank. The vehicle was<br>damaged but there were no reported<br>injuries.",2016,31.692860024887757,35.2248799610323
2016-07-23,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Bethlehem,31.6941,35.1669,"Saturday 23rd of July 2016, Israeli settlers physically assaulted a number of Palestinian farmers in the town of al-Khader to the south of Bethlehem. Neither serious injuries not fatalities were reported.",2.0,0.5,"Saturday 23rd of July 2016, Israeli<br>settlers physically assaulted a number<br>of Palestinian farmers in the town of<br>al-Khader to the south of Bethlehem.<br>Neither serious injuries not fatalities<br>were reported.",2016,31.685712242015736,35.16798940244808
2016-08-12,Settlers (Israel),N/A,Civilians (Palestine),Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Hebron,31.3967,35.0661,"On 12 August 2016, an Israeli settler ran over and injured a Palestinian shepherd near As Samu village. The source claimed this to have been car ramming 'attack'.",2.0,0.5,"On 12 August 2016, an Israeli settler<br>ran over and injured a Palestinian<br>shepherd near As Samu village. The<br>source claimed this to have been car<br>ramming 'attack'.",2016,31.395703122192273,35.07454958296899
